PlaceID,BusinessName,FormattedAddress,CityHub,Telephone,Website,Latitude,Longitude,Rating,TotalReviews,PlaceTypes,BusinessStatus
"ChIJU6QSJHmfToYRH5izbCiy5e0","Whiskey Den Barbershop","3321 Oak Lawn Ave, Dallas, TX 75219, USA","Dallas","(682) 206-9722","https://whiskeydenbarbershop.com/","32.8108394","-96.8073323","5","380","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJmbjULQCfToYR2YZfNc8zk9s","Dale’s Beard and Barbershop","1811 Greenville Ave 100 suite 5, Dallas, TX 75206, USA","Dallas","(469) 774-7645","https://www.dalesbeardandbarbershop.com/","32.812406599999996","-96.7706023","5","129","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJEV2sSj2ZToYRjBnwfq-8tSA","The Pegasus barbershop","Inside of The statler hotel, Dallas Statler Hilton, 1914 Commerce St, Dallas, TX 75201, USA","Dallas","(972) 754-5490","http://pegasusbarbershop.com/","32.7806779","-96.79465599999999","4.9","100","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJD9Dn8KGfToYRTlGI6rIDa58","Cool Heads Barbershop Dallas(Mocking Bird Station)","5307 E Mockingbird Ln #140, Dallas, TX 75206, USA","Dallas","(469) 414-3538","https://coolheadsmen.com/","32.837025100000005","-96.77738819999999","5","176","barber_shop | hair_salon | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJnbYBx5WYToYRPkRwUOZagyw","Rob's Chop Shop","3613 Parry Ave, Dallas, TX 75226, USA","Dallas","(214) 824-7627","https://www.robschopshop.com/","32.7817878","-96.7666535","4.8","248","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJQQ5EoJiZToYRMtcaz-RTfh8","The Fade Room Dallas","2616 Martin Luther King Jr Blvd, Dallas, TX 75215, USA","Dallas","(214) 931-2397","N/A","32.7672944","-96.7700174","5","77","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJwQRtSfKZToYRSpwJy_J95fk","Ninety Degrees Barbershop","407 N Lamar St #180C, Dallas, TX 75202, USA","Dallas","(972) 464-6772","https://ninetydegreesbarbershopdallas.com/90-degrees-lamar","32.781644799999995","-96.8052744","4.9","139","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJlwxjv0EnTIYRvJavGvFlCwg","Sauccy Fades Dallas Barbershop","11909 Preston Rd, 37 1436 2nd floor, suite, Dallas, TX 75230, USA","Dallas","(254) 420-8647","https://sauccyfades.com/","32.911397099999995","-96.80561949999999","5","523","barber_shop | hair_salon | beauty_salon | hair_care | beautician | massage_spa | spa | massage | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJyYR2xHCfToYRBu2EiMXfG6E","Bearded Bastard Barbershop","126 Oak Lawn Ave, Dallas, TX 75207, USA","Dallas","(817) 513-3456","http://beardedbastardbarbershop.com/","32.7903065","-96.82400489999999","4.8","166","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJNzUVPUmZToYRKmRZ81PRLxk","Scissors & Scotch","100 Crescent Ct Ste 150, Dallas, TX 75201, USA","Dallas","(469) 206-0394","https://scissorsscotch.com/locations/tx/dallas/uptown/","32.7939174","-96.80332949999999","4.9","2055","barber_shop | hair_salon | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJO4Nv1eS1RIYRfKtjTaXAsek","Olde Soul Barbershop","1614 E 6th St Unit 115, Austin, TX 78702, USA","Austin","(512) 402-2523","https://oldesoulbarbershop.com/pages/olde-soul-barbershop-east","30.2627363","-97.7252883","4.9","570","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ2U88OyDPRIYRihc5d5bUw60","Mike’s Barbershop","12030 N Lamar Blvd, Austin, TX 78753, Austin, TX 78758, USA","Austin","(206) 883-3959","https://www.mike-barbershop.com/","30.3924721","-97.68213999999999","4.9","232","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJb0-1RAe1RIYRSfxSPBugCPM","The Shop ATX","301 Chicon St Unit E, Austin, TX 78702, USA","Austin","(737) 296-7424","https://www.theshopatx.com/","30.258974299999995","-97.72346669999999","5","289","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJO4lLhae1RIYRzXPUH1H3Rdk","The Good Life Barber Shop","1717 W 6th St Suite 130R, Austin, TX 78703, USA","Austin","(512) 320-0010","http://www.thegoodlifebarbershop.com/","30.276215399999998","-97.7658641","4.9","377","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ0SRTWqbLRIYRBdMNMjtFofA","Bearded Barber ATX","2939 W Anderson Ln., Austin, TX 78757, USA","Austin","(512) 387-4402","https://www.beardedbarberatx.com/","30.359177299999995","-97.7390252","4.8","373","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJzW2EM7a1RIYRGOkNCV6FkmI","Barbon's Barbershop","1912 E 7th St ste c, Austin, TX 78702, USA","Austin","(512) 284-7125","http://www.barbonsbarbershop.com/","30.262623299999998","-97.7208363","4.8","427","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJDxczPoS1RIYREEjTwwv4tzs","737 Barbershop","403 E Ben White Blvd Unit C, Austin, TX 78704, USA","Austin","(737) 218-8586","https://booksy.com/en-us/dl/show-business/1651315","30.2199164","-97.76011199999999","5","86","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJs9Rd6ggPH4IRpCY-R3_9JSw","Fade Factory Barber Studio","1601 E Cesar Chavez St #103, Austin, TX 78702, USA","Austin","(512) 599-4003","https://fadefactoryatx.studio/","30.258175400000002","-97.72838589999999","4.8","271","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ3_zcZgzLRIYROGMTOg1-d04","Honest Barber","5436 Burnet Rd, Austin, TX 78756, USA","Austin","(512) 593-1397","http://honestbarberatx.com/","30.329457599999998","-97.7401812","4.7","483","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ457UQHC1RIYRuRNHPJhjemg","Beard's Barbershop","2900 S Congress Ave #207, Austin, TX 78704, USA","Austin","(737) 224-2403","https://www.beardsbarbershop.com/","30.2335062","-97.7584974","5","155","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJIRFRoAizRIYRXUZDUccXjW0","Barber To The People","6501 S Congress Ave Suite 1-101, Austin, TX 78745, USA","Austin","(737) 202-8252","https://www.barbertothepeople.com/","30.1946945","-97.7775497","4.9","427","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJtXYt-KC1RIYRcqrrbah0epA","Elevated Barber Studio ATX","4600 Mueller Blvd #1003, Austin, TX 78723, USA","Austin","(512) 409-5452","http://www.elevatedbarberstudioatx.com/","30.2989541","-97.7073298","4.9","316","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJNaxsTpHLRIYR5wrMeuKM0go","Barbershop 808","215 W N Loop Blvd, Austin, TX 78751, USA","Austin","(512) 666-8235","https://barbershop808.com/","30.318379200000003","-97.7245698","5","147","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJq1EEI_hLW4YR_SmwuLI5rQY","Man Cave Barbershop","2901 S Capital of Texas Hwy Suite 12, Austin, TX 78746, USA","Austin","(512) 216-1800","https://mancavemensalon.com/","30.2586548","-97.80797919999999","5","154","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJKTlfH3e1RIYRVlPwawq7k6k","Little Barber","2819 San Jacinto Blvd, Austin, TX 78705, USA","Austin","(512) 571-3758","http://littlebarberatx.com/","30.2917667","-97.73520119999999","4.8","266","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJjc0qe2HLRIYR9B7Vs4NMBkg","QQ Barbershop North Lamar","5501 N Lamar Blvd A113, Austin, TX 78751, USA","Austin","(512) 215-9760","https://www.qqbarbershoplamar.com/","30.322952700000002","-97.72742880000001","4.9","241","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJyXXjgxJNW4YRCtlN7gbixeA","Humble Hustle Barbershop","623 W Dittmar Rd A, Austin, TX 78745, USA","Austin","(512) 506-1052","http://humblehustlebarbershop.com/","30.1833163","-97.7920621","4.9","117","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJ-27F_BbLRIYRnxfh6uW3f4g","Monarch Barbershop","3435 Greystone Dr Suite 102, Austin, TX 78731, USA","Austin","(833) 606-3543","https://monarchatx.com/","30.3570101","-97.7485406","5","202","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJeV_yibPLRIYR2FsjD4A4cyg","Barbers X Alkemy","5312 Airport Blvd # C, Austin, TX 78751, USA","Austin","(512) 844-8701","https://barbersxalkemy.glossgenius.com/","30.314783","-97.715144","5","431","barber_shop | beauty_salon | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJZWprSrm1RIYRNimRQgn28EE","Olde Soul Barbershop","4646 Mueller Blvd #1049, Austin, TX 78723, USA","Austin","(512) 645-1968","https://oldesoulbarbershop.com/pages/olde-soul-barbershop-mueller","30.3001","-97.70667999999999","4.9","281","barber_shop | hair_care | health | service | point_of_interest | establishment","OPERATIONAL"
"ChIJvSytnapYXIYRQMLIlRoEAlo","Urban City Barbershop • The Beard Experts","849 E Commerce St #748, San Antonio, TX 78205, USA","San Antonio","(210) 523-1200","http://www.urbancitybarbershop.com/","29.4239796","-98.4862224","4.9","3280","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJF4rrj2-JXIYRpH5TWVA5OXY","High End Barber Shop","20210 Stone Oak Pkwy, San Antonio, TX 78258, USA","San Antonio","(210) 465-7474","http://highendbarbers.com/","29.642215699999998","-98.47986619999999","4.9","1469","barber_shop | hair_salon | hair_care | beauty_salon | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJk-EtdNxdXIYR-bFCNMp6F_w","Champions Barber Lounge","1255 SW Loop 410 #133, San Antonio, TX 78227, USA","San Antonio","(210) 236-9366","https://boppr.me/championsbarbersmp","29.425678400000002","-98.65138789999999","5","1101","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJNXGurelnXIYRviKgdoMExtY","Over the top barbershop","6387 Babcock Rd #6, San Antonio, TX 78240, USA","San Antonio","(210) 517-1097","N/A","29.5433741","-98.6135335","5","133","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJ03aqs4CKXIYRRG7JjVLXJGk","Clipperhead Barber Shop","903 E Bitters Rd suite 303, San Antonio, TX 78216, USA","San Antonio","(210) 957-2080","http://www.clipperhead.com/","29.5631278","-98.47903690000001","4.9","485","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJEQqnTaqLXIYRBSLQPUZSWQQ","Slicks Barber Studio","9400 Perrin Beitel #102, San Antonio, TX 78217, USA","San Antonio","(210) 277-7965","N/A","29.525046999999997","-98.41066579999999","4.9","969","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJFfS_7Z9fXIYRIyg9e7ipAr0","Better Days Barbershop","1927 N St Mary's St, San Antonio, TX 78212, USA","San Antonio","(210) 712-3822","https://www.betterdaysbarbershop.com/","29.4431453","-98.4863482","5","65","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJb95WCVJhXIYR90MuSX8alCQ","Havana Barbershop","11817 West Ave, San Antonio, TX 78216, USA","San Antonio","(210) 966-7834","https://www.instagram.com/havanabarbershopsatx?igsh=cHprczA3dnN3Yngy&utm_source=qr","29.549298599999997","-98.50670769999999","4.9","286","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJs_bVZ8NjXIYRCoRaNpTzwUQ","Lion's Mane Gentleman's Barbershop","19903 Stone Oak Pkwy Suite 114, San Antonio, TX 78258, USA","San Antonio","(210) 233-1103","https://www.lmgbarbershop.com/","29.642888499999998","-98.4910993","4.9","365","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJpY8HtDdZXIYRl1jXrg2owpw","South District Barber Co.","1913 S Flores St, San Antonio, TX 78204, USA","San Antonio","(210) 505-8079","https://southdistrictbarberco.com/","29.4054921","-98.5030025","4.9","241","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJN90YOuf1XIYRSE4RqliLY9E","1 of One Barber Shop North","7338 San Pedro Ave, San Antonio, TX 78216, USA","San Antonio","(210) 858-3112","https://www.1ofonestudio.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4803388522801391145","29.516441999999998","-98.498525","4.9","706","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJGd-cLUFDXIYRsgqd-yXSwI4","Prestige Barber Co","11840 Alamo Ranch Pkwy Suite 50, San Antonio, TX 78253, USA","San Antonio","(210) 254-9960","https://www.prestigebarberco.com/","29.484855599999996","-98.72634599999999","5","95","barber_shop | hair_salon | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJDWTwszZDXIYRyePG1LLVk2k","Over The Top Barbershop","10151 Culebra Rd Suite 105, San Antonio, TX 78251, USA","San Antonio","(210) 314-3210","https://sites.google.com/view/overthetopbarbershop/home","29.4901988","-98.6899881","4.9","710","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJp8TUqUtfXIYRPjT831d63rg","City Blendz Barbershop","3609 West Ave, San Antonio, TX 78213, USA","San Antonio","(210) 888-1226","N/A","29.495894900000003","-98.52647990000001","4.9","168","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJWX2qawBfXIYRBziRRzlSsbE","DNYce Cutz Brooklyn Barbershop","5205 Fredericksburg Rd Suite #104, San Antonio, TX 78229, USA","San Antonio","(210) 454-1976","https://booksy.com/en-us/dl/show-business/1047983?utm_medium=c2c_referral","29.503403","-98.56126379999999","5","224","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJPV3lqgxdXIYRsyo5TlkGp3E","Faded Souls","6301 Northwest Loop 410 Suite 4na, San Antonio, TX 78238, USA","San Antonio","(210) 338-0062","https://www.houseofslay.org/","29.4691016","-98.6212361","4.9","113","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJR05bGbdhXIYRwsmx0QeCpbI","High End Barber Shop","16613 Huebner Rd, San Antonio, TX 78248, USA","San Antonio","(210) 475-3066","https://highendbarbers.com/","29.5941121","-98.5282759","5","647","barber_shop | hair_salon | hair_care | beauty_salon | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJn4j42xFgXIYR3w7iq3SRVxI","Los Barberos Barbershop","443 McCarty Rd, San Antonio, TX 78216, USA","San Antonio","(210) 370-3262","http://losbarberosclassicbarbershop.com/barbers/","29.5293647","-98.49961590000001","4.7","300","barber_shop | hair_salon | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJE_CXjB32XIYRmNkJuSXJsKY","Southtown barbers","1802 S St Mary's St, San Antonio, TX 78210, USA","San Antonio","(210) 462-3532","https://square.site/book/AGKDJ33WVG7KQ/southtown-barbers-san-antonio-tx","29.404002900000002","-98.4855675","4.9","280","barber_shop | hair_salon | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJhRLBkZJpXIYRpYMyOOsj4-g","Fineline Barbershop #3","11398 Bandera Rd #205, San Antonio, TX 78250, USA","San Antonio","(210) 257-5525","https://www.finelinebarbershopsa.com/location2-1","29.5501152","-98.66181449999999","5","1155","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJkVQ640BxToYRLnBr0Ga2J6k","Local Barber of Fort Worth","115 W 2nd St #108, Fort Worth, TX 76102, USA","Fort Worth","(817) 615-9040","http://localbarberfwtx.com/","32.7552743","-97.3322249","4.9","232","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJO_IbsJtxToYRcDNLU7idj9k","The Cutting Room Barber Salon","301 Commerce St # 125, Fort Worth, TX 76102, USA","Fort Worth","(682) 558-0995","http://cuttingroomdfw.com/","32.7559837","-97.33061459999999","4.9","638","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJC6JepctzToYRaxOaBHFXvTw","Fort Worth Barber Shop","211 S Jennings St, Fort Worth, TX 76104, USA","Fort Worth","(817) 731-5252","http://fortworthbarbershop.com/","32.7423746","-97.32980549999999","4.6","305","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJR0YDJeJzToYRGEUGq71NJp4","The Classic Barber","2603 8th Ave, Fort Worth, TX 76110, USA","Fort Worth","(817) 501-1597","https://bestfortworthbarber.com/","32.7141227","-97.3434066","4.8","654","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJv_PrXERtToYRwqBrcmXEhu0","The Classic Barber - Southside","5211 McCart Ave, Fort Worth, TX 76115, USA","Fort Worth","(682) 321-3631","https://bestfortworthbarber.com/mccart-avenue-location/","32.668990199999996","-97.3552328","5","215","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
"ChIJewcYO-FvToYRR5MOu8Pvlms","DFW BARBERS LLC","3154 Mansfield Hwy, Forest Hill, TX 76119, USA","Fort Worth","(682) 250-6180","https://linktr.ee/dfw.barbers","32.6833776","-97.28098709999999","4.9","329","barber_shop | hair_care | health | point_of_interest | service | establishment","OPERATIONAL"
